ai_perception_population	Target	0x017bd3e4	0x00bb4d24
controllers_physics	Anchor	0x017bd2a4	0x00bb4a08
controllers_physics	BoneControllerRuntime	0x017c0134	0x00bc5d40
controllers_physics	BoneCtrlPhysicsActor	0x017bbfe4	0x00bc4abc
controllers_physics	Buoyancy	0x017bc624	0x00bc4c90
controllers_physics	CenterOfMassInWorld	0x017bfff4	0x00bc5cb8
controllers_physics	ControllerBoat	0x017bd024	0x00bc4f28
controllers_physics	ControllerCar	0x017bcfd4	0x00bc4f18
controllers_physics	ControllerHelicopter	0x017bd114	0x00bc4fa0
controllers_physics	ControllerLW	0x017bd0c4	0x00bc4f48
controllers_physics	ControllerLadder	0x017bd164	0x00bc4fb8
controllers_physics	ControllerPlayer	0x017bcf34	0x00bc4ef0
controllers_physics	ControllerTank	0x017bd074	0x00bc4f38
controllers_physics	ControllerVehicle	0x017bcf84	0x00bc4f04
controllers_physics	ControllerVelocity	0x017bcb74	0x00bc4d98
controllers_physics	Crusher	0x017be9c4	0x00bc5628
controllers_physics	MassiveComponent	0x017be974	0x00bc5614
controllers_physics	PhysicsActor	0x017bf8c4	0x00bc5b10
controllers_physics	PhysicsActorRagdoll	0x017bf964	0x00bc5b34
controllers_physics	PhysicsActorWinch	0x017bf914	0x00bc5b20
controllers_physics	PhysicsDefaultActivator	0x017bc534	0x00bc4c3c
controllers_physics	PhysicsPropertyFakeContinuous	0x017bc084	0x00bc4b00
controllers_physics	PhysicsPropertyGravityScaler	0x017bc124	0x00bc4b3c
controllers_physics	PhysicsPropertyUncrushable	0x017bc0d4	0x00bc4b20
controllers_physics	RTHuman	0x017bfa04	0x00bc5b54
controllers_physics	RagdollController	0x017c0544	0x00bc5eb0
controllers_physics	RtDebris	0x017bf9b4	0x00bc5b48
controllers_physics	RtDriverData	0x017bfaf4	0x00bc5b8c
controllers_physics	RtJunction	0x017bfb44	0x00bc5b9c
controllers_physics	RuntimeMassiveSubscriber	0x017bf874	0x00bc5af4
controllers_physics	Sticky	0x017be604	0x00bc54b0
controllers_physics	Winch	0x017bc584	0x00baa5f4
player_vehicle_human	CameraCarPreset	0x017bce44	0x00bc4e7c
player_vehicle_human	CameraShake	0x017bce94	0x00bc4ed0
player_vehicle_human	Carryable	0x017be794	0x00bc555c
player_vehicle_human	EntranceParameters	0x017bd894	0x00bc5134
player_vehicle_human	Equipment	0x017bcdf4	0x00bc4e3c
player_vehicle_human	GrappleParameters	0x017be884	0x00bc55d4
player_vehicle_human	HumanAnimationSet	0x017bcd54	0x00bc4e14
player_vehicle_human	HumanAnimationSystem	0x017bcd04	0x00bc4dfc
player_vehicle_human	HumanCameraModifier	0x017bcee4	0x00bc4edc
player_vehicle_human	HumanInventory	0x017bde84	0x00bc52d8
player_vehicle_human	ModelMixerProfile	0x017be744	0x00bc5548
player_vehicle_human	RuntimeEntrance	0x017c0454	0x00bc5e74
player_vehicle_human	RuntimeHeadLookAt	0x017bf374	0x00bc5914
player_vehicle_human	RuntimeInventory	0x017bf414	0x00bc5974
player_vehicle_human	RuntimeRiderCrawlExit	0x017bf554	0x00bc59c8
player_vehicle_human	RuntimeRiderDiveEnter	0x017bf504	0x00bc59b0
player_vehicle_human	RuntimeSeatPlayerUsable	0x017c04f4	0x00bc5e98
player_vehicle_human	RuntimeVehicleCrawlExits	0x017bf5a4	0x00bc59e0
player_vehicle_human	RuntimeVehicleInventory	0x017bf824	0x00bc5aa8
player_vehicle_human	SeatParameters	0x017bd844	0x00bc5114
player_vehicle_human	Usable	0x017c0224	0x00bba5d8
player_vehicle_human	VehicleAnimationSet	0x017bcda4	0x00bc4e28
player_vehicle_human	VehicleDisguiseScale	0x017bd614	0x00bc5098
presentation_audio_fx	AnimationController	0x017c0094	0x00bc5d1c
presentation_audio_fx	BlobShadow	0x017be244	0x00bc53cc
presentation_audio_fx	ColorAnimation	0x017be564	0x00bc5490
presentation_audio_fx	EffectAiOccluder	0x017be474	0x00bc5454
presentation_audio_fx	EffectTemplate	0x017be424	0x00bc5434
presentation_audio_fx	Flammable	0x017be294	0x00bc53f4
presentation_audio_fx	LightAnimation	0x017be4c4	0x00bc5474
presentation_audio_fx	LightObject	0x017beb54	0x00bc5684
presentation_audio_fx	LocalizedName	0x017bd7a4	0x00bc50e8
presentation_audio_fx	MusicRegion	0x017be154	0x00bc5398
presentation_audio_fx	MusicSource	0x017be104	0x00bc538c
presentation_audio_fx	ObjectHint	0x017be334	0x00bc5408
presentation_audio_fx	ParticleEmitter	0x017bde34	0x00bc52c8
presentation_audio_fx	RedEffectComponent	0x017be3d4	0x00bc5420
presentation_audio_fx	Ribbon	0x017be8d4	0x00bc55e8
presentation_audio_fx	RtAlphaAnimation	0x017bfd74	0x00bc5c08
presentation_audio_fx	RtColorAnimation	0x017bfcd4	0x00bc5be0
presentation_audio_fx	RtCoverHint	0x017c0184	0x00bc5d74
presentation_audio_fx	RtLightAnimation	0x017bfc84	0x00bc5bcc
presentation_audio_fx	RtRedEffect	0x017bfb94	0x00bc5ba8
presentation_audio_fx	RtRibbon	0x017c0684	0x00bc5ee8
presentation_audio_fx	RtScaleAnimation	0x017bfd24	0x00bc5bf4
presentation_audio_fx	RtVFX	0x017bfbe4	0x00bc5bb4
presentation_audio_fx	RuntimeMusicRegion	0x017bf144	0x00bc5848
presentation_audio_fx	RuntimeSoundAmbience	0x017bf0f4	0x00bc5830
presentation_audio_fx	RuntimeSoundEffect	0x017bf0a4	0x00bc581c
presentation_audio_fx	RuntimeSoundRuinKey	0x017bf054	0x00bc5808
presentation_audio_fx	ScaleAnimation	0x017be5b4	0x00bc54a0
presentation_audio_fx	SoundAmbience	0x017be064	0x00bc536c
presentation_audio_fx	SoundEffect	0x017be014	0x00bc5360
presentation_audio_fx	SoundInterior	0x017be0b4	0x00bc537c
presentation_audio_fx	SoundRuinKey	0x017bdf24	0x00bc532c
presentation_audio_fx	Status	0x00cde79c	0x00b4e534
presentation_audio_fx	TerrainFade	0x017beb04	0x00bc5678
world_terrain_roads_streaming	BoundaryData	0x017bdcf4	0x00bc5288
world_terrain_roads_streaming	CircleRegion	0x017bdc54	0x00bc526c
world_terrain_roads_streaming	IntersectionToIntersection	0x017bd984	0x00bc5198
world_terrain_roads_streaming	LaneData	0x017bd9d4	0x00bc51b4
world_terrain_roads_streaming	LaneZeroDirection	0x017bda24	0x00bc51c0
world_terrain_roads_streaming	LineRegion	0x017bdca4	0x00bc527c
world_terrain_roads_streaming	LowResTerrainObject	0x017beba4	0x00bc5690
world_terrain_roads_streaming	Model	0x017bffa4	0x00bc5cb0
world_terrain_roads_streaming	ObjectMaterial	0x017bded4	0x00bc52e8
world_terrain_roads_streaming	PathData	0x017bdd44	0x00bc5298
world_terrain_roads_streaming	PointLocation	0x017bdac4	0x00bc51e4
world_terrain_roads_streaming	RoadIntersection	0x017bea14	0x00bc5648
world_terrain_roads_streaming	RtFlowControl	0x017bfdc4	0x00bc5c34
world_terrain_roads_streaming	RtFlowCycleTimer	0x017bfe14	0x00bc5c44
world_terrain_roads_streaming	RtGenericLOD	0x017c0774	0x00bc5f30
world_terrain_roads_streaming	RtGenericLODProxy	0x017c07c4	0x00bc5f40
world_terrain_roads_streaming	RtRoadIntersection	0x017bfe64	0x00bc5c58
world_terrain_roads_streaming	RtSpeedLimit	0x017c06d4	0x00bc5ef4
world_terrain_roads_streaming	RtTerrainChildren	0x017c0724	0x00bc5f04
world_terrain_roads_streaming	RtTickDamage	0x017bfc34	0x00bc5bbc
world_terrain_roads_streaming	RuntimeLayerId	0x017bf4b4	0x00bc59a0
world_terrain_roads_streaming	SceneObject	0x017c0314	0x00bc5dc4
world_terrain_roads_streaming	SpawnerAdjust	0x017c02c4	0x00bc5db4
world_terrain_roads_streaming	SpeedLimit	0x017be924	0x00bc55f0
world_terrain_roads_streaming	SphereRegion	0x017bda74	0x00bc51d4
world_terrain_roads_streaming	SysPathIntersectionIndex	0x017c0404	0x00bc5e30
world_terrain_roads_streaming	SysPathRoadIndex	0x017c03b4	0x00bc5e1c
world_terrain_roads_streaming	TerrainGuidMappingHighResToLowRe	0x017c0364	0x00bc5df8
world_terrain_roads_streaming	TerrainKey	0x017bdfc4	0x00bc5354
world_terrain_roads_streaming	TerrainObject	0x017beab4	0x00bc5668
gameplay_state_health_mission	Alarm	0x017bd434	0x00bc5018
gameplay_state_health_mission	BuildingDestruction	0x017bdde4	0x00bc52b4
gameplay_state_health_mission	CashValue	0x017bd754	0x00bc50dc
gameplay_state_health_mission	ContextAction	0x017bff54	0x00baa60c
gameplay_state_health_mission	ControlBinding	0x017c00e4	0x00bc5d30
gameplay_state_health_mission	DamageKey	0x017bdf74	0x00bc5348
gameplay_state_health_mission	DangerousBuilding	0x017bdb64	0x00bc5208
gameplay_state_health_mission	FactionMarker	0x017bd5c4	0x00bc5078
gameplay_state_health_mission	FactionValue	0x017bd7f4	0x00bc50f8
gameplay_state_health_mission	FactionZone	0x017bd664	0x00bb98c0
gameplay_state_health_mission	FlightNoise	0x017bcc14	0x00bc4dc0
gameplay_state_health_mission	Health	0x017bbf94	0x00bc49c0
gameplay_state_health_mission	HibernationControl	0x017bd1b4	0x00bc4fcc
gameplay_state_health_mission	LandingZone	0x017bd704	0x00bc50d0
gameplay_state_health_mission	NetCategoryInfo	0x017bebf4	0x00bc56a4
gameplay_state_health_mission	ObjectScript	0x017bdd94	0x00bc52a4
gameplay_state_health_mission	RtAlarm	0x017c01d4	0x00bc5d80
gameplay_state_health_mission	RtDamageFlags	0x017c0274	0x00bc5d88
gameplay_state_health_mission	RtFactionZone	0x017c0634	0x00bc5ed8
gameplay_state_health_mission	RuntimeAssetRef	0x017bef14	0x00bc57c0
gameplay_state_health_mission	RuntimeClaim	0x017bf5f4	0x00bc59fc
gameplay_state_health_mission	RuntimeFlightNoise	0x017bee24	0x00bc5784
gameplay_state_health_mission	RuntimeHealth	0x017befb4	0x00bc57e4
gameplay_state_health_mission	RuntimeHijackState	0x017c04a4	0x00bc5e84
gameplay_state_health_mission	RuntimeLastDamageApplied	0x017bf644	0x00bc5a20
gameplay_state_health_mission	RuntimeNodeHealth	0x017bf004	0x00bc57f4
gameplay_state_health_mission	RuntimeObjectiveMarker	0x017bf284	0x00bc58a8
gameplay_state_health_mission	RuntimeOwnerGuid	0x017bf194	0x00bc585c
gameplay_state_health_mission	RuntimeRope	0x017c0044	0x00bc5ccc
gameplay_state_health_mission	RuntimeScriptCallback	0x017bf2d4	0x00bc58c0
gameplay_state_health_mission	RuntimeScrub	0x017bf324	0x00bc58d8
gameplay_state_health_mission	RuntimeTerrainBound	0x017bff04	0x00bc5c9c
gameplay_state_health_mission	RuntimeTimer	0x017beec4	0x00bc57b0
gameplay_state_health_mission	ScrubObject	0x017bea64	0x00bc565c
gameplay_state_health_mission	StateMachine	0x017bd8e4	0x00bc5170
misc_uncategorized	Disable3DDecals	0x017be834	0x00bc5598
misc_uncategorized	DisableDecals	0x017be7e4	0x00bc5588
misc_uncategorized	RuntimeAnimationParams	0x017bf464	0x00bc5988
misc_uncategorized	TickDamage	0x017be1f4	0x00bc53b4
misc_uncategorized	TimerResponse	0x017bccb4	0x00bc4dec
misc_uncategorized	TinyGeometryObject	0x017bc494	0x00bc4c14
misc_uncategorized	TriggerOnTimer	0x017bcc64	0x00bc4dcc
misc_uncategorized	Update	0x00cde784	0x00b61018
render_asset_pipeline	WpMeshShape	0x017c6f88	0x00bd22c4
render_asset_pipeline	display	0x017d3f94	0x00bd7350
render_asset_pipeline	failresolve	0x01175e30	0x00bb3e1c
render_asset_pipeline	finalize	0x01175e30	0x00bb3e30
render_asset_pipeline	index	0x017d4028	0x00bd65a4
render_asset_pipeline	potential	0x01175e30	0x00bb3e00
render_asset_pipeline	pshader	0x017d4044	0x00bd69e8
render_asset_pipeline	surface	0x017d3fd4	0x00bd6e88
render_asset_pipeline	texture	0x017d3ff0	0x00baffa8
render_asset_pipeline	vertdecl	0x017d400c	0x00bd6c30
render_asset_pipeline	vertex	0x017d3f78	0x00bd231c
render_asset_pipeline	vshader	0x017d3fb0	0x00bd6fec
